TransactionAmount,TransactionType,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
233.74,Credit,Online,66.0,Retired,17.0,1.0,1066.5900000000001,0
113.01999999999998,Credit,Branch,69.0,Retired,166.0,1.0,6077.96,0
45.849999999999994,Debit,ATM,20.0,Student,92.0,1.0,1659.15,1
913.49125,Debit,Branch,77.0,Retired,296.0,1.0,2042.2200000000003,0
514.95,Debit,Online,41.0,Doctor,142.0,5.0,421.9300000000003,0
415.5,Debit,ATM,66.0,Doctor,141.0,1.0,10113.66,0
265.76,Debit,Online,54.0,Retired,92.0,1.0,4446.17,0
69.4,Debit,Online,80.0,Retired,113.0,1.0,6452.77,0
332.93,Credit,Branch,35.0,Engineer,293.0,1.0,2788.2,0
267.9,Debit,Online,20.0,Student,160.0,1.0,596.1599999999999,1
496.03,Debit,Branch,61.0,Doctor,265.0,1.0,12904.66,0
376.26,Debit,ATM,37.0,Engineer,245.0,1.0,9062.4,0
83.01999999999998,Credit,Online,36.0,Engineer,171.0,1.0,9009.56,0
93.25999999999999,Credit,Online,20.0,Student,72.0,1.0,1152.1999999999998,1
803.3700000000001,Credit,Branch,68.0,Doctor,129.0,1.0,12168.37,0
35.75999999999999,Debit,Branch,23.0,Student,122.0,1.0,611.8599999999997,1
28.53000000000003,Debit,Online,62.0,Doctor,99.0,1.0,8670.53,0
139.53,Credit,Online,53.0,Doctor,177.0,1.0,10098.86,0
307.57,Debit,Branch,33.0,Doctor,285.0,1.0,5307.74,0
60.650000000000006,Credit,Branch,56.0,Retired,53.0,1.0,1047.2799999999993,0
74.86000000000001,Debit,Branch,70.0,Doctor,125.0,1.0,6921.48,0
117.97,Debit,Branch,51.0,Retired,137.0,1.0,1475.46,0
231.91,Debit,ATM,34.0,Engineer,165.0,1.0,112.76000000000022,0
126.20999999999998,Debit,Branch,75.0,Retired,268.0,1.0,5669.66,0
506.28,Credit,Online,53.0,Retired,162.0,2.0,1309.9499999999998,0
304.35,Debit,Branch,31.0,Engineer,36.0,1.0,4057.1,0
281.85,Debit,ATM,22.0,Student,109.0,1.0,1585.98,1
777.88,Debit,Branch,31.0,Engineer,17.0,1.0,6825.55,0
119.18,Debit,Branch,56.0,Retired,96.0,1.0,5516.5,0
177.19,Debit,Online,76.0,Retired,43.0,1.0,5343.3,0
260.88,Debit,Branch,22.0,Student,36.0,1.0,903.0500000000002,1
169.47,Debit,Online,24.0,Student,19.0,1.0,1806.1599999999999,1
73.23000000000002,Debit,Branch,26.0,Student,14.0,1.0,787.7399999999998,1
913.49125,Debit,ATM,29.0,Engineer,106.0,1.0,2429.68,0
792.57,Debit,ATM,19.0,Student,164.0,1.0,770.3699999999999,2
237.06,Debit,Online,71.0,Retired,46.0,1.0,1182.7700000000004,0
34.170000000000016,Credit,Online,54.0,Engineer,54.0,1.0,726.5500000000002,0
740.25,Debit,Online,41.0,Doctor,123.0,1.0,14464.3,0
453.54,Debit,ATM,58.0,Doctor,82.0,1.0,12046.3,0
300.47,Debit,Branch,73.0,Retired,100.0,1.0,7885.64,0
110.93,Credit,Branch,19.0,Student,201.0,1.0,1952.35,1
201.69,Debit,ATM,59.0,Doctor,299.0,1.0,7328.52,0
399.21,Debit,ATM,59.0,Engineer,109.0,1.0,3210.39,0
913.49125,Debit,Online,78.0,Retired,57.0,1.0,5726.2,0
630.36,Debit,ATM,62.0,Retired,52.0,1.0,1363.65,0
10.939999999999998,Credit,ATM,60.0,Engineer,245.0,1.0,1241.9899999999998,0
215.9,Debit,ATM,38.0,Doctor,235.0,1.0,7873.28,0
913.49125,Debit,Branch,79.0,Retired,165.0,1.0,5674.32,0
226.37,Credit,Branch,49.0,Doctor,141.0,1.0,9840.04,0
444.89,Credit,Branch,43.0,Doctor,101.0,1.0,10328.23,0
280.57,Credit,Online,25.0,Student,24.0,1.0,293.2399999999998,1
488.54,Debit,Branch,52.0,Engineer,132.0,1.0,7486.63,0
3.3000000000000114,Credit,Branch,50.0,Doctor,131.0,1.0,11385.37,0
199.39,Debit,Branch,69.0,Retired,165.0,1.0,7264.79,0
20.360000000000014,Debit,Branch,62.0,Retired,75.0,1.0,2762.48,0
113.63999999999999,Debit,Online,62.0,Retired,32.0,1.0,6675.03,0
493.11,Debit,Branch,53.0,Retired,236.0,1.0,7432.99,0
307.41,Debit,ATM,19.0,Student,14.0,1.0,1057.0000000000005,1
11.180000000000007,Debit,Online,43.0,Doctor,161.0,1.0,5956.89,0
313.82,Debit,Branch,59.0,Engineer,151.0,1.0,7261.59,0
51.0,Debit,Branch,64.0,Retired,107.0,1.0,4943.16,0
140.98,Debit,Branch,60.0,Engineer,100.0,1.0,8127.48,0
288.04,Debit,ATM,68.0,Retired,63.0,1.0,1748.02,0
800.55,Debit,ATM,31.0,Engineer,108.0,1.0,9660.22,0
485.54,Debit,ATM,46.0,Engineer,143.0,1.0,6371.51,0
521.15,Debit,ATM,54.0,Doctor,214.0,1.0,9442.47,0
321.79,Credit,ATM,63.0,Retired,61.0,1.0,5959.2,0
304.93,Debit,ATM,65.0,Doctor,158.0,1.0,13531.22,0
432.08,Debit,ATM,40.0,Doctor,145.0,1.0,11500.62,0
694.2,Debit,ATM,61.0,Retired,72.0,1.0,1389.37,0
116.86000000000001,Debit,ATM,55.0,Engineer,171.0,1.0,6706.56,0
386.81,Credit,Online,57.0,Doctor,149.0,1.0,7175.29,0
74.88,Debit,ATM,25.0,Student,202.0,1.0,420.6700000000001,1
195.76,Debit,Branch,75.0,Retired,99.0,1.0,7323.53,0
134.7,Debit,ATM,50.0,Doctor,106.0,1.0,8395.85,0
890.24,Credit,Online,33.0,Engineer,161.0,1.0,5140.93,0
361.27,Debit,ATM,63.0,Doctor,180.0,1.0,7945.57,0
131.56,Debit,Branch,44.0,Doctor,42.0,1.0,5873.54,0
485.51,Credit,Online,76.0,Retired,37.0,1.0,3074.45,0
547.87,Debit,ATM,64.0,Retired,131.0,1.0,6155.76,0
457.3,Debit,Online,28.0,Engineer,15.0,1.0,8318.29,0
506.24,Debit,ATM,58.0,Engineer,64.0,1.0,230.09000000000015,0
486.59,Debit,Branch,57.0,Retired,119.0,1.0,2513.56,0
163.68,Debit,Branch,41.0,Doctor,292.0,1.0,10090.05,0
581.65,Debit,ATM,22.0,Student,176.0,1.0,480.1899999999996,2
52.00999999999999,Debit,ATM,48.0,Doctor,85.0,1.0,1120.88,0
630.24,Debit,ATM,21.0,Student,62.0,1.0,370.8100000000004,2
523.74,Debit,ATM,43.0,Doctor,159.0,1.0,13498.55,0
705.6,Debit,Branch,40.0,Doctor,124.0,3.0,14804.7,0
217.5,Credit,Branch,46.0,Engineer,35.0,1.0,3057.4,0
91.48000000000002,Debit,ATM,51.0,Doctor,141.0,1.0,14942.78,0
5.25,Debit,ATM,39.0,Doctor,49.0,1.0,14143.32,0
54.03,Credit,ATM,56.0,Retired,161.0,1.0,6736.3,0
736.73,Debit,Branch,48.0,Engineer,10.0,1.0,3313.07,0
368.91,Debit,Branch,54.0,Doctor,14.0,1.0,829.71,0
33.06,Credit,Online,53.0,Retired,170.0,1.0,1540.87,0
66.5,Credit,Online,32.0,Engineer,144.0,1.0,6820.23,0
177.08,Debit,Online,35.0,Doctor,85.0,1.0,13475.14,0
588.54,Debit,Branch,32.0,Engineer,130.0,1.0,714.4499999999998,0
173.5,Debit,ATM,21.0,Student,282.0,1.0,1306.9099999999999,1
78.32999999999998,Credit,Online,56.0,Engineer,189.0,1.0,7255.33,0
40.66,Debit,Branch,59.0,Retired,156.0,1.0,1153.8400000000006,0
97.22,Credit,Branch,77.0,Retired,55.0,1.0,6647.73,0
34.06999999999999,Debit,Branch,22.0,Student,81.0,1.0,8709.77,0
492.06,Debit,Online,23.0,Student,74.0,1.0,857.8999999999996,2
842.01,Credit,Online,53.0,Doctor,185.0,1.0,509.4499999999998,0
73.55000000000001,Debit,ATM,51.0,Engineer,158.0,1.0,2812.06,0
760.53,Debit,Online,57.0,Engineer,118.0,1.0,6179.91,0
273.08,Credit,Branch,26.0,Engineer,134.0,1.0,6609.3,0
371.69,Debit,Branch,67.0,Retired,143.0,1.0,3484.32,0
218.96,Debit,ATM,18.0,Student,13.000000000000014,1.0,754.21,1
227.39,Debit,Online,18.0,Student,65.0,1.0,751.0900000000001,1
237.99,Credit,Branch,39.0,Doctor,86.0,1.0,8510.09,0
186.6,Debit,Online,58.0,Doctor,13.000000000000014,1.0,1508.7200000000003,0
341.15,Debit,Online,18.0,Student,148.0,1.0,511.3699999999999,1
434.58,Debit,ATM,59.0,Doctor,215.0,1.0,12648.32,0
312.88,Credit,Branch,54.0,Engineer,44.0,1.0,233.21000000000004,0
75.15,Debit,ATM,23.0,Student,154.0,1.0,1092.92,1
23.30000000000001,Debit,ATM,59.0,Engineer,161.0,1.0,6711.15,0
47.379999999999995,Credit,Online,25.0,Student,61.0,1.0,459.3699999999999,1
512.81,Debit,Branch,79.0,Retired,30.0,1.0,6994.34,0
488.15,Debit,Branch,43.0,Engineer,168.0,1.0,7071.09,0
12.819999999999993,Debit,ATM,44.0,Engineer,156.0,1.0,9045.19,0
66.9,Credit,Online,79.0,Retired,129.0,4.0,5238.71,0
535.91,Debit,Online,43.0,Engineer,22.0,1.0,9642.12,0
270.72,Credit,Online,26.0,Engineer,53.0,1.0,6263.96,0
97.98000000000002,Debit,Branch,72.0,Retired,18.0,1.0,7460.33,0
196.08,Debit,Online,61.0,Retired,98.0,1.0,4233.82,0
251.18,Debit,ATM,42.0,Engineer,246.0,1.0,8303.9,0
44.52000000000001,Debit,Online,28.0,Student,205.0,1.0,314.27999999999975,1
178.87,Debit,Online,35.0,Doctor,180.0,1.0,5241.23,0
913.49125,Credit,ATM,54.0,Engineer,174.0,5.0,323.6899999999996,0
386.68,Debit,Branch,46.0,Doctor,128.0,1.0,6863.06,0
167.14,Debit,Online,76.0,Retired,20.0,1.0,3877.73,0
345.22,Debit,Branch,69.0,Retired,253.0,1.0,4046.58,0
74.85,Debit,ATM,72.0,Retired,117.0,1.0,2409.73,0
671.73,Debit,Branch,58.0,Engineer,54.0,1.0,5211.88,0
255.04,Debit,ATM,45.0,Engineer,152.0,1.0,6217.86,0
45.77000000000001,Debit,Online,25.0,Student,109.0,1.0,5978.12,0
329.69,Credit,Online,26.0,Student,66.0,1.0,1671.6599999999999,1
362.04,Credit,Branch,58.0,Doctor,198.0,2.0,8421.88,0
11.920000000000016,Debit,Branch,53.0,Doctor,52.0,1.0,14611.9,0
47.420000000000016,Debit,ATM,64.0,Doctor,28.0,1.0,8253.52,0
35.99000000000001,Debit,Branch,63.0,Retired,129.0,1.0,4489.79,0
151.19,Credit,Branch,37.0,Doctor,96.0,1.0,11903.82,0
242.62,Credit,Online,22.0,Student,234.0,1.0,483.02000000000044,1
48.72,Debit,Branch,21.0,Student,17.0,1.0,816.0799999999999,1
43.46000000000001,Debit,ATM,25.0,Student,80.0,1.0,578.0599999999995,1
913.49125,Debit,Online,25.0,Student,126.0,1.0,477.3000000000002,2
443.79,Debit,ATM,53.0,Retired,87.0,1.0,3133.8499999999995,0
365.14,Debit,Online,68.0,Retired,57.0,1.0,5894.09,0
757.41,Debit,ATM,22.0,Student,37.0,1.0,9532.42,0
20.54000000000002,Debit,Branch,51.0,Engineer,72.0,1.0,5327.03,0
475.36,Debit,ATM,34.0,Engineer,105.0,1.0,2000.6,0
34.74000000000001,Debit,ATM,56.0,Retired,24.0,1.0,6827.57,0
689.54,Debit,Branch,27.0,Student,93.0,1.0,1633.7600000000002,2
211.18,Debit,ATM,73.0,Retired,90.0,1.0,4069.17,0
211.36,Credit,Branch,51.0,Engineer,286.0,1.0,7943.47,0
744.41,Credit,Online,39.0,Engineer,107.0,1.0,8842.47,0
61.43000000000001,Debit,Online,24.0,Student,170.0,1.0,1882.77,1
167.44,Debit,Branch,37.0,Doctor,82.0,1.0,12526.71,0
361.46,Debit,Online,21.0,Student,83.0,1.0,4737.84,0
378.85,Debit,Branch,78.0,Retired,126.0,1.0,2300.53,0
241.11,Debit,Branch,30.0,Doctor,55.0,1.0,12385.05,0
131.93,Credit,Branch,31.0,Engineer,13.000000000000014,1.0,4547.06,0
20.28000000000003,Debit,Online,36.0,Engineer,213.0,1.0,2047.83,0
415.88,Debit,Branch,70.0,Doctor,170.0,1.0,10008.33,0
49.99000000000001,Debit,ATM,62.0,Retired,139.0,1.0,2299.64,0
913.49125,Debit,Online,27.0,Student,153.0,1.0,243.92000000000007,2
100.66,Debit,Branch,50.0,Doctor,144.0,1.0,14473.33,0
485.54,Debit,Online,19.0,Student,148.0,1.0,1533.3199999999997,2
321.15,Debit,Branch,46.0,Doctor,179.0,1.0,7005.05,0
711.3,Debit,Branch,21.0,Student,51.0,1.0,955.3999999999996,2
12.230000000000018,Debit,ATM,42.0,Engineer,139.0,1.0,7844.88,0
350.94,Debit,ATM,20.0,Student,64.0,1.0,221.5600000000004,1
301.85,Debit,Online,54.0,Engineer,25.0,1.0,6586.19,0
29.340000000000003,Debit,Online,65.0,Retired,30.0,1.0,3944.82,0
231.71,Debit,Branch,27.0,Student,148.0,1.0,1127.98,1
179.43,Debit,ATM,58.0,Retired,244.0,1.0,2626.63,0
36.71000000000001,Debit,Branch,48.0,Doctor,55.0,1.0,6459.38,0
138.12,Credit,Branch,53.0,Doctor,281.0,1.0,1649.69,0
233.24,Debit,ATM,33.0,Engineer,72.0,1.0,6939.23,0
609.14,Debit,ATM,39.0,Engineer,177.0,1.0,9033.87,0
436.64,Debit,Branch,31.0,Doctor,111.0,1.0,14365.18,0
870.4300000000001,Debit,Branch,29.0,Doctor,55.0,1.0,10115.18,0
354.4,Debit,ATM,74.0,Retired,128.0,1.0,7358.65,0
22.629999999999995,Debit,Online,53.0,Engineer,112.0,1.0,4438.03,0
182.19,Debit,Branch,26.0,Student,53.0,1.0,1176.1,1
126.81,Debit,Branch,26.0,Engineer,290.0,1.0,5427.98,0
288.17,Debit,Online,37.0,Engineer,50.0,1.0,3653.11,0
118.76999999999998,Debit,Branch,55.0,Engineer,123.0,1.0,2104.82,0
651.82,Debit,ATM,21.0,Student,166.0,1.0,1802.77,2
66.65,Debit,ATM,37.0,Engineer,33.0,1.0,3559.96,0
98.53,Debit,Branch,69.0,Retired,166.0,1.0,3564.8,0
138.95,Debit,Online,71.0,Retired,30.0,1.0,6752.92,0
33.889999999999986,Debit,Branch,26.0,Student,177.0,1.0,1444.75,1
23.70999999999998,Debit,Branch,58.0,Doctor,164.0,1.0,10788.89,0
913.49125,Debit,Online,55.0,Engineer,238.0,1.0,2235.7,0
26.060000000000002,Debit,ATM,65.0,Doctor,283.0,1.0,12893.63,0
17.069999999999993,Debit,Branch,27.0,Engineer,44.0,1.0,2798.15,0
703.89,Debit,Online,46.0,Engineer,62.0,1.0,3583.67,0
913.49125,Debit,ATM,47.0,Engineer,155.0,1.0,2120.8,0
26.55000000000001,Debit,ATM,77.0,Retired,228.0,1.0,3085.38,0
147.4,Debit,Branch,42.0,Engineer,259.0,1.0,6797.71,0
202.11,Debit,ATM,27.0,Student,18.0,1.0,746.4700000000003,1
308.42,Debit,Branch,75.0,Retired,39.0,1.0,5427.81,0
11.180000000000007,Debit,ATM,53.0,Engineer,144.0,1.0,7467.3,0
294.15,Debit,Online,38.0,Engineer,136.0,1.0,6362.16,0
29.579999999999956,Debit,Branch,54.0,Engineer,121.0,1.0,8345.26,0
139.45,Debit,Online,27.0,Student,31.0,1.0,1305.7600000000002,1
432.63,Debit,ATM,29.0,Doctor,137.0,1.0,13648.36,0
131.43,Debit,Online,43.0,Doctor,65.0,1.0,1337.5,0
516.72,Debit,ATM,42.0,Engineer,128.0,1.0,2015.69,0
121.82,Debit,Online,69.0,Doctor,123.0,3.0,8354.54,0
374.5,Credit,Branch,26.0,Student,178.0,1.0,1671.5100000000002,1
166.13,Debit,ATM,68.0,Doctor,227.0,1.0,11822.53,0
626.9,Debit,ATM,23.0,Student,146.0,1.0,587.1099999999997,2
466.85,Debit,Branch,56.0,Retired,165.0,1.0,5422.53,0
788.84,Debit,Online,58.0,Retired,231.0,1.0,1913.73,0
873.6500000000001,Credit,Online,37.0,Doctor,59.0,1.0,12139.83,0
525.28,Debit,ATM,69.0,Retired,134.0,1.0,4693.6,0
110.17000000000002,Debit,ATM,30.0,Engineer,137.0,1.0,464.1999999999998,0
632.69,Debit,ATM,80.0,Retired,76.0,1.0,4363.74,0
124.35,Debit,ATM,72.0,Retired,90.0,1.0,3319.76,0
43.849999999999994,Debit,ATM,62.0,Retired,122.0,1.0,4356.98,0
283.81,Debit,Branch,28.0,Student,29.0,1.0,1519.35,1
168.53,Debit,ATM,71.0,Retired,112.0,1.0,5962.58,0
218.59,Credit,Branch,40.0,Engineer,123.0,1.0,6699.23,0
132.84,Debit,ATM,21.0,Student,143.0,1.0,822.7299999999996,1
157.37,Credit,Branch,42.0,Doctor,289.0,1.0,13964.31,0
144.77,Debit,Online,20.0,Student,159.0,1.0,867.3199999999997,1
643.22,Debit,ATM,64.0,Doctor,93.0,1.0,1035.8599999999997,0
913.49125,Debit,Branch,41.0,Doctor,297.0,1.0,13347.69,0
208.07,Debit,Online,32.0,Doctor,36.0,1.0,8478.9,0
